"subj" "subjNum" "expt" "order" "item" "itemNum" "verb" "attachment" "numorder" "cond" "pos" "text" "crit" "rt" "correct" "length" "words"
"15925" "subj26" 26 1 15 "item8" 8 "IC" "low" "sg" "IClow" 8 "usually" "RC_VERB+1" 706.48 1 7 1
"15938" "subj26" 26 1 62 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 656.58 1 5 1
"15951" "subj26" 26 1 27 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 792.24 1 6 1
"15963" "subj26" 26 1 33 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 371.07 1 8 1
"15989" "subj26" 26 1 17 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 723.36 1 10 1
"16013" "subj26" 26 1 39 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 210.02 1 9 1
"16026" "subj26" 26 1 54 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 321.08 1 6 1
"16039" "subj26" 26 1 30 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 496.92 1 9 1
"16051" "subj26" 26 1 20 "item18" 18 "IC" "high" "pl" "IChigh" 8 "lately" "RC_VERB+1" 579.81 1 6 1
"16063" "subj26" 26 1 23 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 454.66 1 10 1
"16075" "subj26" 26 1 56 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 534.85 1 11 1
"16479" "subj27" 27 1 37 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 532.61 1 9 1
"16492" "subj27" 27 1 59 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 514.44 1 10 1
"16505" "subj27" 27 1 56 "item3" 3 "IC" "high" "sg" "IChigh" 8 "regularly" "RC_VERB+1" 532.11 1 9 1
"16517" "subj27" 27 1 32 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 856.35 1 12 1
"16529" "subj27" 27 1 20 "item5" 5 "IC" "low" "sg" "IClow" 8 "occasionally" "RC_VERB+1" 552.25 1 12 1
"16541" "subj27" 27 1 18 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 476.88 1 6 1
"16554" "subj27" 27 1 24 "item7" 7 "IC" "high" "sg" "IChigh" 8 "supposedly" "RC_VERB+1" 739.72 1 10 1
"16566" "subj27" 27 1 46 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 499.17 1 7 1
"16579" "subj27" 27 1 43 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 473.83 1 5 1
"16592" "subj27" 27 1 15 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 666.69 1 6 1
"16604" "subj27" 27 1 22 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 485.85 1 8 1
"16617" "subj27" 27 1 53 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 408.29 1 7 1
"16630" "subj27" 27 1 51 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 464.14 1 10 1
"16642" "subj27" 27 1 62 "item14" 14 "nonIC" "low" "pl" "nonIClow" 8 "perpetually" "RC_VERB+1" 551.07 1 11 1
"16654" "subj27" 27 1 27 "item15" 15 "IC" "high" "pl" "IChigh" 8 "adamantly" "RC_VERB+1" 656.62 1 9 1
"16667" "subj27" 27 1 30 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 418.89 1 6 1
"16680" "subj27" 27 1 41 "item17" 17 "IC" "low" "pl" "IClow" 8 "generally" "RC_VERB+1" 468.86 1 9 1
"16704" "subj27" 27 1 34 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 451.32 1 10 1
"16716" "subj27" 27 1 39 "item20" 20 "nonIC" "high" "pl" "nonIChigh" 8 "continually" "RC_VERB+1" 535.17 1 11 1
"17120" "subj28" 28 1 34 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 540.07 1 9 1
"17146" "subj28" 28 1 30 "item3" 3 "nonIC" "low" "sg" "nonIClow" 8 "regularly" "RC_VERB+1" 297.86 1 9 1
"17170" "subj28" 28 1 23 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 468.48 1 12 1
"17195" "subj28" 28 1 60 "item7" 7 "nonIC" "low" "sg" "nonIClow" 8 "supposedly" "RC_VERB+1" 355.58 1 10 1
"17207" "subj28" 28 1 20 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 377.62 1 7 1
"17220" "subj28" 28 1 62 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 229.82 1 5 1
"17233" "subj28" 28 1 28 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 387.74 1 6 1
"17258" "subj28" 28 1 54 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 263.06 1 7 1
"17271" "subj28" 28 1 17 "item13" 13 "nonIC" "high" "pl" "nonIChigh" 8 "repeatedly" "RC_VERB+1" 442.64 1 10 1
"17283" "subj28" 28 1 32 "item14" 14 "IC" "low" "pl" "IClow" 8 "perpetually" "RC_VERB+1" 574.84 1 11 1
"17295" "subj28" 28 1 37 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 321.94 1 9 1
"17321" "subj28" 28 1 46 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 939.51 1 9 1
"17333" "subj28" 28 1 26 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 459.7 1 6 1
"17345" "subj28" 28 1 41 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 345.88 1 10 1
"17761" "subj29" 29 1 27 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 534.49 1 9 1
"17774" "subj29" 29 1 22 "item2" 2 "nonIC" "high" "sg" "nonIChigh" 8 "definitely" "RC_VERB+1" 634.67 1 10 1
"17787" "subj29" 29 1 51 "item3" 3 "IC" "low" "sg" "IClow" 8 "regularly" "RC_VERB+1" 588.81 1 9 1
"17799" "subj29" 29 1 29 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 804.49 1 12 1
"17811" "subj29" 29 1 33 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 479.55 1 12 1
"17861" "subj29" 29 1 24 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 387.48 1 5 1
"17874" "subj29" 29 1 18 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 532.3 1 6 1
"17886" "subj29" 29 1 57 "item11" 11 "IC" "low" "pl" "IClow" 8 "recently" "RC_VERB+1" 417.82 1 8 1
"17899" "subj29" 29 1 15 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 727.72 1 7 1
"17912" "subj29" 29 1 45 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 625.39 1 10 1
"17936" "subj29" 29 1 54 "item15" 15 "IC" "low" "pl" "IClow" 8 "adamantly" "RC_VERB+1" 668.7 1 9 1
"17949" "subj29" 29 1 48 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 416.34 1 6 1
"17962" "subj29" 29 1 31 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 506.23 1 9 1
"17974" "subj29" 29 1 20 "item18" 18 "nonIC" "high" "pl" "nonIChigh" 8 "lately" "RC_VERB+1" 764.7 1 6 1
"17986" "subj29" 29 1 40 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 834.49 1 10 1
"17998" "subj29" 29 1 38 "item20" 20 "nonIC" "low" "pl" "nonIClow" 8 "continually" "RC_VERB+1" 588.17 1 11 1
"18402" "subj30" 30 1 43 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 358.55 1 9 1
"18415" "subj30" 30 1 57 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 355.43 1 10 1
"18428" "subj30" 30 1 27 "item3" 3 "nonIC" "high" "sg" "nonIChigh" 8 "regularly" "RC_VERB+1" 322.25 1 9 1
"18452" "subj30" 30 1 48 "item5" 5 "nonIC" "low" "sg" "nonIClow" 8 "occasionally" "RC_VERB+1" 235.43 1 12 1
"18464" "subj30" 30 1 60 "item6" 6 "IC" "high" "sg" "IChigh" 8 "deeply" "RC_VERB+1" 290.17 1 6 1
"18477" "subj30" 30 1 53 "item7" 7 "nonIC" "high" "sg" "nonIChigh" 8 "supposedly" "RC_VERB+1" 243.44 1 10 1
"18489" "subj30" 30 1 18 "item8" 8 "IC" "low" "sg" "IClow" 8 "usually" "RC_VERB+1" 369.25 1 7 1
"18515" "subj30" 30 1 24 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 437.68 1 6 1
"18527" "subj30" 30 1 15 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 378.95 1 8 1
"18553" "subj30" 30 1 30 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 232.11 1 10 1
"18565" "subj30" 30 1 36 "item14" 14 "IC" "high" "pl" "IChigh" 8 "perpetually" "RC_VERB+1" 224.8 1 11 1
"18577" "subj30" 30 1 62 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 452.71 1 9 1
"18590" "subj30" 30 1 38 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 291.66 1 6 1
"18603" "subj30" 30 1 50 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 379.01 1 9 1
"18627" "subj30" 30 1 20 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 383.61 1 10 1
"18639" "subj30" 30 1 55 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 640.88 1 11 1
"19043" "subj31" 31 1 15 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 327.64 1 9 1
"19056" "subj31" 31 1 51 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 254.94 1 10 1
"19081" "subj31" 31 1 47 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 320.52 1 12 1
"19118" "subj31" 31 1 19 "item7" 7 "IC" "high" "sg" "IChigh" 8 "supposedly" "RC_VERB+1" 275.45 1 10 1
"19130" "subj31" 31 1 62 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 239.43 1 7 1
"19143" "subj31" 31 1 36 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 247.35 1 5 1
"19156" "subj31" 31 1 25 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 321.49 1 6 1
"19168" "subj31" 31 1 17 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 257.44 1 8 1
"19181" "subj31" 31 1 31 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 292.58 1 7 1
"19194" "subj31" 31 1 49 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 330.29 1 10 1
"19206" "subj31" 31 1 57 "item14" 14 "nonIC" "low" "pl" "nonIClow" 8 "perpetually" "RC_VERB+1" 258.31 1 11 1
"19218" "subj31" 31 1 54 "item15" 15 "IC" "high" "pl" "IChigh" 8 "adamantly" "RC_VERB+1" 258.3 1 9 1
"19231" "subj31" 31 1 39 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 282.38 1 6 1
"19244" "subj31" 31 1 45 "item17" 17 "IC" "low" "pl" "IClow" 8 "generally" "RC_VERB+1" 244.05 1 9 1
"19256" "subj31" 31 1 34 "item18" 18 "nonIC" "low" "pl" "nonIClow" 8 "lately" "RC_VERB+1" 293.3 1 6 1
"19268" "subj31" 31 1 22 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 243.72 1 10 1
"19684" "subj32" 32 1 50 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 250.37 1 9 1
"19697" "subj32" 32 1 17 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 480.25 1 10 1
"19710" "subj32" 32 1 56 "item3" 3 "nonIC" "low" "sg" "nonIClow" 8 "regularly" "RC_VERB+1" 305.51 1 9 1
"19722" "subj32" 32 1 29 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 556.63 1 12 1
"19734" "subj32" 32 1 36 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 262.27 1 12 1
"19746" "subj32" 32 1 58 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 337.49 1 6 1
"19759" "subj32" 32 1 39 "item7" 7 "nonIC" "low" "sg" "nonIClow" 8 "supposedly" "RC_VERB+1" 362.19 1 10 1
"19771" "subj32" 32 1 60 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 342.78 1 7 1
"19784" "subj32" 32 1 53 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 280.39 1 5 1
"19797" "subj32" 32 1 34 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 349.95 1 6 1
"19809" "subj32" 32 1 41 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 378.58 1 8 1
"19822" "subj32" 32 1 23 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 329.71 1 7 1
"19835" "subj32" 32 1 20 "item13" 13 "nonIC" "high" "pl" "nonIChigh" 8 "repeatedly" "RC_VERB+1" 426.25 1 10 1
"19859" "subj32" 32 1 32 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 331.32 1 9 1
"19872" "subj32" 32 1 63 "item16" 16 "IC" "high" "pl" "IChigh" 8 "nearly" "RC_VERB+1" 296.02 1 6 1
"19885" "subj32" 32 1 26 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 337.17 1 9 1
"19897" "subj32" 32 1 45 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 312.05 1 6 1
"19909" "subj32" 32 1 47 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 355.76 1 10 1
"19921" "subj32" 32 1 43 "item20" 20 "IC" "high" "pl" "IChigh" 8 "continually" "RC_VERB+1" 297.68 1 11 1
"20325" "subj33" 33 1 21 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 249.15 1 9 1
"20338" "subj33" 33 1 56 "item2" 2 "nonIC" "high" "sg" "nonIChigh" 8 "definitely" "RC_VERB+1" 265.86 1 10 1
"20351" "subj33" 33 1 45 "item3" 3 "IC" "low" "sg" "IClow" 8 "regularly" "RC_VERB+1" 272.92 1 9 1
"20363" "subj33" 33 1 27 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 745.05 1 12 1
"20375" "subj33" 33 1 41 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 184.94 1 12 1
"20387" "subj33" 33 1 25 "item6" 6 "nonIC" "high" "sg" "nonIChigh" 8 "deeply" "RC_VERB+1" 1350.37 1 6 1
"20412" "subj33" 33 1 35 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 371.33 1 7 1
"20425" "subj33" 33 1 18 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 531.68 1 5 1
"20438" "subj33" 33 1 23 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 185.77 1 6 1
"20450" "subj33" 33 1 29 "item11" 11 "IC" "low" "pl" "IClow" 8 "recently" "RC_VERB+1" 398.52 1 8 1
"20463" "subj33" 33 1 15 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 247.23 1 7 1
"20476" "subj33" 33 1 58 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 211.86 1 10 1
"20488" "subj33" 33 1 61 "item14" 14 "nonIC" "high" "pl" "nonIChigh" 8 "perpetually" "RC_VERB+1" 327.33 1 11 1
"20500" "subj33" 33 1 50 "item15" 15 "IC" "low" "pl" "IClow" 8 "adamantly" "RC_VERB+1" 261.03 1 9 1
"20526" "subj33" 33 1 63 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 552.46 1 9 1
"20550" "subj33" 33 1 53 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 211.95 1 10 1
"20562" "subj33" 33 1 43 "item20" 20 "nonIC" "low" "pl" "nonIClow" 8 "continually" "RC_VERB+1" 188.01 1 11 1
"20966" "subj34" 34 1 25 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 302.84 1 9 1
"20979" "subj34" 34 1 36 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 160.43 1 10 1
"21004" "subj34" 34 1 63 "item4" 4 "IC" "low" "sg" "IClow" 8 "consistently" "RC_VERB+1" 373.68 1 12 1
"21016" "subj34" 34 1 15 "item5" 5 "nonIC" "low" "sg" "nonIClow" 8 "occasionally" "RC_VERB+1" 451.14 1 12 1
"21041" "subj34" 34 1 58 "item7" 7 "nonIC" "high" "sg" "nonIChigh" 8 "supposedly" "RC_VERB+1" 159.69 1 10 1
"21066" "subj34" 34 1 30 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 249.48 1 5 1
"21079" "subj34" 34 1 55 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 183.35 1 6 1
"21091" "subj34" 34 1 19 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 303.21 1 8 1
"21104" "subj34" 34 1 22 "item12" 12 "IC" "low" "pl" "IClow" 8 "forever" "RC_VERB+1" 296.23 1 7 1
"21117" "subj34" 34 1 52 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 608.79 1 10 1
"21141" "subj34" 34 1 60 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 185.85 1 9 1
"21167" "subj34" 34 1 27 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 206.26 1 9 1
"21179" "subj34" 34 1 33 "item18" 18 "IC" "high" "pl" "IChigh" 8 "lately" "RC_VERB+1" 343.32 1 6 1
"21191" "subj34" 34 1 46 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 296.79 1 10 1
"21203" "subj34" 34 1 48 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 181.64 1 11 1
"21607" "subj35" 35 1 41 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 183.7 1 9 1
"21620" "subj35" 35 1 36 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 465.08 1 10 1
"21645" "subj35" 35 1 22 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 264.79 1 12 1
"21657" "subj35" 35 1 39 "item5" 5 "IC" "low" "sg" "IClow" 8 "occasionally" "RC_VERB+1" 216.03 1 12 1
"21669" "subj35" 35 1 43 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 214.91 1 6 1
"21694" "subj35" 35 1 51 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 443.96 1 7 1
"21707" "subj35" 35 1 45 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 417.12 1 5 1
"21720" "subj35" 35 1 31 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 298.47 1 6 1
"21732" "subj35" 35 1 15 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 1075.88 1 8 1
"21745" "subj35" 35 1 57 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 397.65 1 7 1
"21758" "subj35" 35 1 24 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 331.21 1 10 1
"21795" "subj35" 35 1 20 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 336.64 1 6 1
"21808" "subj35" 35 1 63 "item17" 17 "IC" "low" "pl" "IClow" 8 "generally" "RC_VERB+1" 392.78 1 9 1
"21820" "subj35" 35 1 34 "item18" 18 "nonIC" "low" "pl" "nonIClow" 8 "lately" "RC_VERB+1" 251.87 1 6 1
"21832" "subj35" 35 1 54 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 207.47 1 10 1
"21844" "subj35" 35 1 29 "item20" 20 "nonIC" "high" "pl" "nonIChigh" 8 "continually" "RC_VERB+1" 279.11 1 11 1
"22248" "subj36" 36 1 31 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 369.98 1 9 1
"22261" "subj36" 36 1 59 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 249.67 1 10 1
"22286" "subj36" 36 1 56 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 616.05 1 12 1
"22298" "subj36" 36 1 62 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 122.98 1 12 1
"22310" "subj36" 36 1 52 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 213.09 1 6 1
"22323" "subj36" 36 1 17 "item7" 7 "nonIC" "low" "sg" "nonIClow" 8 "supposedly" "RC_VERB+1" 976.43 1 10 1
"22335" "subj36" 36 1 19 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 444.13 1 7 1
"22348" "subj36" 36 1 44 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 272.44 1 5 1
"22361" "subj36" 36 1 22 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 424.73 1 6 1
"22373" "subj36" 36 1 39 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 173.03 1 8 1
"22386" "subj36" 36 1 49 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 217.5 1 7 1
"22423" "subj36" 36 1 47 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 207.02 1 9 1
"22461" "subj36" 36 1 37 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 269.1 1 6 1
"22473" "subj36" 36 1 28 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 250.58 1 10 1
"22485" "subj36" 36 1 15 "item20" 20 "IC" "high" "pl" "IChigh" 8 "continually" "RC_VERB+1" 391.62 1 11 1
"22889" "subj37" 37 1 46 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 220.98 1 9 1
"22902" "subj37" 37 1 55 "item2" 2 "nonIC" "high" "sg" "nonIChigh" 8 "definitely" "RC_VERB+1" 176.63 1 10 1
"22927" "subj37" 37 1 15 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 460.88 1 12 1
"22939" "subj37" 37 1 25 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 395.38 1 12 1
"22951" "subj37" 37 1 50 "item6" 6 "nonIC" "high" "sg" "nonIChigh" 8 "deeply" "RC_VERB+1" 181.67 1 6 1
"22964" "subj37" 37 1 19 "item7" 7 "IC" "low" "sg" "IClow" 8 "supposedly" "RC_VERB+1" 272.06 1 10 1
"22976" "subj37" 37 1 62 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 202.5 1 7 1
"22989" "subj37" 37 1 43 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 252.34 1 5 1
"23002" "subj37" 37 1 48 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 185.1 1 6 1
"23040" "subj37" 37 1 59 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 194.1 1 10 1
"23052" "subj37" 37 1 27 "item14" 14 "nonIC" "high" "pl" "nonIChigh" 8 "perpetually" "RC_VERB+1" 264.51 1 11 1
"23077" "subj37" 37 1 32 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 245.37 1 6 1
"23090" "subj37" 37 1 57 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 280.57 1 9 1
"23102" "subj37" 37 1 38 "item18" 18 "nonIC" "high" "pl" "nonIChigh" 8 "lately" "RC_VERB+1" 308.5 1 6 1
"23114" "subj37" 37 1 40 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 217.24 1 10 1
"23530" "subj38" 38 1 61 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 620.15 1 9 1
"23543" "subj38" 38 1 49 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 1138.07 1 10 1
"23556" "subj38" 38 1 27 "item3" 3 "nonIC" "high" "sg" "nonIChigh" 8 "regularly" "RC_VERB+1" 422.94 1 9 1
"23568" "subj38" 38 1 22 "item4" 4 "IC" "low" "sg" "IClow" 8 "consistently" "RC_VERB+1" 588.83 1 12 1
"23580" "subj38" 38 1 63 "item5" 5 "nonIC" "low" "sg" "nonIClow" 8 "occasionally" "RC_VERB+1" 695.61 1 12 1
"23592" "subj38" 38 1 30 "item6" 6 "IC" "high" "sg" "IChigh" 8 "deeply" "RC_VERB+1" 635.67 1 6 1
"23605" "subj38" 38 1 20 "item7" 7 "nonIC" "high" "sg" "nonIChigh" 8 "supposedly" "RC_VERB+1" 1368.66 1 10 1
"23617" "subj38" 38 1 59 "item8" 8 "IC" "low" "sg" "IClow" 8 "usually" "RC_VERB+1" 779.3 1 7 1
